from,to
SLNCR1,FAM91A3P
SLNCR1,ADCY7
SLNCR1,ITGA6
SLNCR1,CEBPZ
SLNCR1,ROCK2
SLNCR1,ORC6
SLNCR1,SLC5A4
SLNCR1,ADAM19
SLNCR1,NOV
SLNCR1,EMC2
SLNCR1,TMUB2
SLNCR1,PPFIA1
SLNCR1,OTX1
SLNCR1,ATG12
SLNCR1,DAAM2
SLNCR1,AKAP9
SLNCR1,CPSF4
SLNCR1,GALNT7
SLNCR1,FUCA1
SLNCR1,LTA4H
SLNCR1,POP7
SLNCR1,TPM1
SLNCR1,RETREG1
SLNCR1,SOD2
SLNCR1,RNF20
SLNCR1,KCNQ5
SLNCR1,EXOSC6
SLNCR1,FLRT2
SLNCR1,XBP1
SLNCR1,WIPI2
SLNCR1,DESI2
SLNCR1,TRAF5
SLNCR1,ITGAV
SLNCR1,ATP11B
SLNCR1,GOLT1B
SLNCR1,SNAPC2
SLNCR1,FAM198B
SLNCR1,PDS5A
SLNCR1,JUN
SLNCR1,CDK8
SLNCR1,HEY2
SLNCR1,POMK
SLNCR1,F2R
SLNCR1,ALG1L6P
SLNCR1,SLC6A8
SLNCR1,TNFRSF10B
SLNCR1,CD99L2
SLNCR1,ANKS1A
SLNCR1,CTDSPL
SLNCR1,STRN
SLNCR1,PLPP1
SLNCR1,HNRNPDL
SLNCR1,ROBO1
SLNCR1,NMT2
SLNCR1,ASAP1
SLNCR1,TRIT1
SLNCR1,AQP4
SLNCR1,R3HCC1
SLNCR1,SRPK2
SLNCR1,C3orf14
SLNCR1,ERAL1
SLNCR1,IPO8
SLNCR1,CMPK1
SLNCR1,NOLC1
SLNCR1,NFKBIE
SLNCR1,RNF141
SLNCR1,NFE2L1
SLNCR1,TRIM23
SLNCR1,AKT3
SLNCR1,TPR
SLNCR1,WASL
SLNCR1,CCDC86
SLNCR1,CCDC71L
SLNCR1,CC2D1B
SLNCR1,ME2
SLNCR1,NRAS
SLNCR1,GSPT1
SLNCR1,PKMYT1
SLNCR1,RBM24
SLNCR1,RCC1
SLNCR1,PIK3AP1
SLNCR1,HACD3
SLNCR1,NPEPPS
SLNCR1,KDM7A
SLNCR1,ALG9
SLNCR1,PITPNA
SLNCR1,SLC5A6
SLNCR1,PLD2
SLNCR1,AHSA1
SLNCR1,GTPBP1
SLNCR1,TNRC6C
SLNCR1,CAMK2D
SLNCR1,SLC25A44
SLNCR1,ILVBL
SLNCR1,CPEB1
SLNCR1,LMNB2
SLNCR1,INTS3
SLNCR1,SACM1L
SLNCR1,POR
SLNCR1,TRIM37
SLNCR1,G3BP1
SLNCR1,FAM117A
SLNCR1,IL6R
SLNCR1,SPCS3
SLNCR1,SUDS3
SLNCR1,R3HDM4
SLNCR1,WASHC5
SLNCR1,THEM4
SLNCR1,BLMH
SLNCR1,TEX10
SLNCR1,DRAM1
SLNCR1,ZDHHC4
SLNCR1,PAPOLA
SLNCR1,NUCKS1
SLNCR1,HDAC3
SLNCR1,MTRR
SLNCR1,NDUFC2
SLNCR1,TTC39A
SLNCR1,MOB1A
SLNCR1,SERPINH1
SLNCR1,PAGR1
SLNCR1,COASY
SLNCR1,CREM
SLNCR1,OSBPL8
SLNCR1,MBD2
SLNCR1,SLC39A9
SLNCR1,SMG7
SLNCR1,PIGK
SLNCR1,INIP
SLNCR1,ECE1
SLNCR1,PRKAR2A
SLNCR1,CLIC4
SLNCR1,PYCARD-AS1
SLNCR1,FNDC3A
SLNCR1,AGPS
SLNCR1,SMIM3
SLNCR1,COMMD9
SLNCR1,METTL11B
SLNCR1,SEC62
SLNCR1,WWC3
SLNCR1,SPRY4
SLNCR1,HK2
SLNCR1,NHLRC2
SLNCR1,FAM129A
SLNCR1,PNPLA4
SLNCR1,ARHGAP32
SLNCR1,PCNX1
SLNCR1,WISP2
SLNCR1,MBOAT7
SLNCR1,XPO1
SLNCR1,LIMD1
SLNCR1,RBMS1
SLNCR1,ARID5B
SLNCR1,KLHL22
SLNCR1,NCALD
SLNCR1,CTDSP1
SLNCR1,DUSP15
SLNCR1,ANKRD40
SLNCR1,BDH1
SLNCR1,MIS18A
SLNCR1,TMEM165
SLNCR1,CEMIP2
SLNCR1,PLIN2
SLNCR1,NDC1
SLNCR1,DENND4C
SLNCR1,DM1-AS
SLNCR1,GNL1
SLNCR1,MAPKAPK3
SLNCR1,GCLM
SLNCR1,ZNF256
SLNCR1,CELF2
SLNCR1,ZNF765
SLNCR1,DBN1
SLNCR1,ADSS
SLNCR1,NCSTN
SLNCR1,DLSTP1
SLNCR1,LDLR
SLNCR1,PDE3B
SLNCR1,PCMTD1P7
SLNCR1,RNU6-795P
SLNCR1,PDCD5P2
SLNCR1,P4HA3-AS1
SLNCR1,LINC01096
SLNCR1,RN7SL396P
SLNCR1,ARHGAP8
SLNCR1,PMS2P11
SLNCR1,ANKRD26P3
SLNCR1,HAUS6P3
SLNCR1,GEMIN2P2
SLNCR1,BSN-AS1
SLNCR1,SYNE1-AS1
SLNCR1,RHBDF1P1
SLNCR1,ARHGAP42P2
SLNCR1,GAPDHP64
SLNCR1,RPL12P49
SLNCR1,RPS29P14
SLNCR1,RNU6-1206P
SLNCR1,RNU6-1231P
SLNCR1,MIR6780B
SLNCR1,MIR6882
SLNCR1,TBC1D3D
SLNCR1,AGAP11
SLNCR1,NAMA
SLNCR1,STX8P1
SLNCR1,PLA2G4C-AS1
SLNCR1,MIR3609
SLNCR1,WDR45BP1
SLNCR1,MIR4304
SLNCR1,MIR548AT
SLNCR1,MIR4672
SLNCR1,IL9RP4
SLNCR1,SMIM36
SLNCR1,SUB1P3
SLNCR1,PHBP21
SLNCR1,UBE2F-SCLY
SLNCR1,SEPT2P1
SLNCR1,HMGN2P7
SLNCR1,LINC00393
SLNCR1,ODF4
SLNCR1,C11orf88
SLNCR1,CNTNAP5
SLNCR1,PTGES3L-AARSD1
SLNCR1,EYA2
SLNCR1,FMO1
SLNCR1,CCR5
SLNCR1,RPL26P30
SLNCR1,EEF1A1P8
SLNCR1,ZNF329
SLNCR1,ZNF575
SLNCR1,SAMD10
SLNCR1,RUBCNL
SLNCR1,MTMR10
SLNCR1,RFX8
SLNCR1,RNA5SP493
SLNCR1,ATP5MFP1
SLNCR1,SIRPB3P
SLNCR1,RN7SKP17
SLNCR1,RNA5SP118
SLNCR1,MIR1296
SLNCR1,PPIAP87
SLNCR1,IQCF6
SLNCR1,RPL18P11
SLNCR1,MIR615
SLNCR1,RNU6-869P
SLNCR1,RHOT1P2
SLNCR1,MIR10B
SLNCR1,RNY1P4
SLNCR1,HSP90B3P
SLNCR1,PCSK1
SLNCR1,INSC
SLNCR1,IL32
SLNCR1,SIGLEC18P
SLNCR1,LINC01521
SLNCR1,HDAC9
SLNCR1,SERPIND1
SLNCR1,NR1D1
SLNCR1,TUFT1
SNGH5,C2orf66
SNGH5,RN7SL398P
SNGH5,MIR6849
SNGH5,RNA5SP434
SNGH5,RPL17P16
SNGH5,RPSAP74
SNGH5,RPL26P37
SNGH5,IMMTP1
SNGH5,RPL21P110
SNGH5,MIR7846
SNGH5,ACSM1
SNGH5,MIR6799
SNGH5,MYH7
SNGH5,LOC100130449
SNGH5,GFRA3
SNGH5,LINC00680-GUSBP4
SNGH5,KRTAP1-5
SNGH5,ARHGEF6
SNGH5,GABRG3
SNGH5,ADAM21
SNGH5,TTLL6
SNGH5,SMPD4
SNHG1,SERPINA9
SNHG1,TMEM155
SNHG1,KIR2DS3
SNHG1,UBQLNL
SNHG1,S100B
SNHG1,IFI6
SNHG1,FSHB
SNHG1,GNG2
SNHG1,MAGEA10-MAGEA5
SNHG1,FCRL4
SNHG1,MATN3
SNHG1,CEACAM4
SNHG1,IFIH1
SNHG1,MEGF10
SNHG1,TRIM34
SNHG1,CCL18
SNHG1,IFI27
SNHG1,FAP
SNHG1,HTR3E
SNHG1,OR10V1
SNHG1,OAS1
SNHG1,NT5DC2
SNHG1,IRX2
SNHG1,CAND1
SNHG1,FAM19A2
SNHG1,STAT1
SNHG1,SELPLG
SNHG1,IFI44
SNHG1,GYS2
SNHG1,CCL7
SNHG1,GIMAP7
SNHG1,OAS3
SNHG1,OR2W5
SNHG1,SFRP5
SNHG1,DDX58
SNHG1,ZNF571
SNHG1,PLXNB3
SNHG1,REG4
SNHG1,GFRAL
SNHG1,FGF6
SNHG1,IFIT1
SNHG1,MS4A13
SNHG1,LIN28B
SNHG1,TRAM1L1
SNHG1,DYNLRB2
SNHG1,SLC7A4
SNHG1,MYO3B
SNHG1,DTX3L
SNHG1,ISG15
SNHG1,OR5AU1
SNHG1,TCF4
SNHG1,IFI44L
SNHG1,ARMC3
SNHG1,ADAMTS15
SNHG1,PRAMEF8
SNHG1,ADCY2
SNHG1,KRT1
SNHG1,ZNF461
SNHG1,VGLL2
SNHG1,LIPI
SNHG1,IRF9
SNHG1,HLA-DRB4
SNHG1,SPATA16
SNHG1,KRT38
SNHG1,SLC16A8
SNHG1,MAF
SNHG1,FAM124B
SNHG1,MX1
SNHG1,SPATA19
SNHG1,OR4D9
SNHG1,TEX12
SNHG1,SLC2A10
SNHG1,NHSL2
SNHG1,IFITM1
SNHG1,TMEM176A
SNHG1,RNF133
SNHG1,PLXDC1
SNHG1,PARP9
SNHG1,HERC3
SNHG1,PDGFRB
SNHG1,HEY2
SNHG1,PECAM1
SNHG1,GADL1
SNHG1,ITGB3
SNHG1,OR1G1
SNHG1,KCNA5
SNHG1,SAMD9L
SNHG1,LRRC74A
SNHG1,TDRD1
SNHG1,SLC34A2
SNHG1,LGALS3BP
SNHG1,IFIT3
SNHG1,MRPL2
SNHG1,TBC1D21
SNHG1,ENOX1
SNHG1,GATM
SNHG1,PCDHB5
SNHG1,IRS4
SNHG1,USHBP1
SNHG1,COL5A3
SNHG1,MYOZ2
SNHG1,NTRK3
SNHG1,TFEC
SNHG1,PALM2
SNHG1,ATP1B4
SNHG1,USP18
SNHG1,FGF16
SNHG1,FCGR3A
SNHG1,RIMBP2
SNHG1,OASL
SNHG1,SEC14L6
SNHG1,SLC5A8
SNHG1,EIF2AK2
SNHG1,HSH2D
SNHG1,SPRR2A
SNHG1,IFITM3
SNHG1,UGT2B11
SNHG1,FOXC2
SNHG1,TMPRSS11F
SNHG1,STAP1
SNHG1,EXO5
SNHG1,LGALS9C
SNHG1,FCRLA
SNHG1,SNF8
SNHG1,DTYMK
SNHG1,CASP10
SNHG1,SLC24A3
SNHG1,MYO7B
SNHG1,CD226
SNHG1,SAMD9
SNHG1,STATH
SNHG1,KLHL11
SNHG1,WDR34
SNHG1,RARRES3
SNHG1,OVCH1
SNHG1,ZBED6CL
SNHG1,POSTN
SNHG1,HERC5
SNHG1,PATL2
SNHG1,CCL18
SNHG1,CPA5
SNHG1,OR56A4
SNHG1,PDGFRB
SNHG1,RPS4Y1
SNHG1,CASP12
SNHG1,PCDHB5
SNHG1,SLC2A10
SNHG1,C7orf69
SNHG1,NLRP7
SNHG1,GAP43
SNHG1,DLX3
SNHG1,RGS7
SNHG1,DUSP27
SNHG1,NLGN3
SNHG1,HSPB9
SNHG1,CDH6
SNHG1,DAZ1
SNHG1,IL10
SNHG1,KCNJ4
SNHG1,OR10A4
SNHG1,OBP2A
SNHG1,OR6C74
SNHG1,CFAP206
SNHG1,TMEM30B
SNHG1,TOPAZ1
SNHG1,GAGE2B
SNHG1,COL5A3
SNHG1,HLA-DRB4
SNHG1,ZNF571
SNHG1,DMRT3
SNHG1,CNR2
SNHG1,CHRM1
SNHG1,RPRM
SNHG1,ODF1
SNHG1,ZNF432
SNHG1,KRT75
SNHG1,UGT1A8
SNHG1,SHF
SNHG1,GJA10
SNHG1,PATE4
SNHG1,ADGRG7
SNHG1,KRT40
SNHG1,OR4K13
SNHG1,FAM174B
SNHG1,OR1L4
SNHG1,TIFAB
SNHG1,OR6F1
SNHG1,TLR2
SNHG1,PROK1
SNHG1,CETP
SNHG1,ZFP28
SNHG1,ARMC2
SNHG1,MANSC1
SNHG1,WBP2NL
SNHG1,GYS2
SNHG1,SLC5A10
SNHG1,ESX1
SNHG1,OLIG1
SNHG1,TBX1
SNHG1,MUC21
SNHG1,CLEC9A
SNHG1,FOXC2
SNHG1,SYNPR
SNHG1,SCGB2A1
SNHG1,PRICKLE2
SNHG1,RNLS
SNHG1,LAMP5
SNHG1,EPS8L3
SNHG1,LARGE1
SNHG1,CPEB1
SNHG1,PKHD1L1
SNHG1,ALKAL1
SNHG1,STATH
SNHG1,SALL1
SNHG1,ZFY
SNHG1,TAS2R16
SNHG1,TMEM207
SNHG1,LHX4
SNHG1,HOXB1
SNHG1,NELL1
SNHG1,NLGN4X
SNHG1,DYNLRB2
SNHG1,GPR141
SNHG1,GTSF1L
SNHG1,SIGLEC10
SNHG1,ADH1A
SNHG1,VN1R4
SNHG1,OPRM1
SNHG1,CNGA2
SNHG1,RP1
SNHG1,CCDC54
SNHG1,HOXD13
SNHG1,PYHIN1
SNHG1,MMP16
SNHG1,UPP2
SNHG1,CHRNB3
SNHG1,ASB5
SNHG1,C14orf39
SNHG1,DNAJB3
SNHG1,PASD1
SNHG1,COL23A1
SNHG1,OTX2
SNHG1,VWC2
SNHG1,FAM198B
SNHG1,RNF175
SNHG1,FOXD3
SNHG1,LMX1A
SNHG1,RHAG
SNHG1,GPR12
SNHG1,ALX3
SNHG1,OR5AN1
SNHG1,AKAIN1
SNHG1,CCL2
SNHG1,HGC6.3
SNHG1,DEFA5
SNHG1,SLC25A31
SNHG1,LRRN1
SNHG1,AFP
SNHG1,SMIM5
SNHG1,OR5K3
SNHG1,APCDD1
SNHG1,CACNA1E
SNHG1,PNPLA1
SNHG1,DEFB123
SNHG1,SPANXN1
SNHG1,REG4
SNHG1,STK31
SNHG1,TEDDM1
SNHG1,MYOC
SNHG1,SLC26A8
SNHG1,PRAMEF10
SNHG1,TRIM48
SNHG1,FOXN4
SNHG1,ZNF385D
SNHG1,DNTT
SNHG1,TEX33
SNHG1,LRRIQ1
SNHG1,LOC100130451
SNHG1,ARPP21
SNHG1,OR4C13
SNHG1,MMRN1
SNHG1,FAM9A
SNHG1,PRL
SNHG1,LUZP2
SNHG1,ST8SIA2
SNHG1,C8A
SNHG1,APOBEC3A
SNHG1,NPFFR2
SNHG1,TMEM255A
SNHG1,OR1S1
SNHG1,DEFA4
SNHG1,LPAR4
SNHG1,CELF2
SNHG1,GSC
SNHG1,C1orf127
SNHG1,SAGE1
SNHG1,HCN1
SNHG1,ZNF529
SNHG1,NCALD
SNHG1,TMSB4Y
SNHG1,RAMP2
SNHG1,KRTAP3-1
SNHG1,RORA
SNHG1,MTUS2
SNHG1,DTHD1
SNHG1,OR13J1
SNHG1,SCP2D1
SNHG1,SCCPDH
SNHG1,FAM170A
SNHG1,ELAVL3
SNHG1,SFRP5
SNHG1,FCRL4
SNHG1,OR6P1
SNHG1,ANO5
SNHG1,EBLN1
SNHG1,CCR9
SNHG1,SOX14
SNHG1,DEFB125
SNHG1,C17orf47
SNHG1,OR4C46
SNHG1,FSTL5
SNHG1,OR8D2
SNHG1,PCDH8
SNHG1,C17orf99
SNHG1,ARMCX2
SNHG1,TMPRSS11BNL
SNHG1,DEFB133
SNHG1,SLAMF6
SNHG1,HTR2A
SNHG1,PCDH17
SNHG1,NALCN
SNHG1,TNFAIP6
SNHG1,LECT2
SNHG1,BANF2
SNHG1,SORCS2
SNHG1,GABRB1
SNHG1,GALNTL5
SNHG1,SULF1
SNHG1,CRYAA
SNHG1,OPRPN
SNHG1,HPGD
SNHG1,GC
SNHG1,NXPH2
SNHG1,CST9
SNHG1,SPATA31D4
SNHG1,GALC
SNHG1,FMO2
SNHG1,SLC17A1
SNHG1,NXF2
SNHG1,KRTAP21-3
SNHG1,ITGB2
SNHG1,CYSLTR1
SNHG1,NPTX1
SNHG1,PTGER3
SNHG1,WFIKKN1
SNHG1,DMRT2
SNHG1,IFNA14
SNHG1,AADACL3
SNHG1,F13A1
SNHG1,PGBD5
SNHG1,PRSS37
SNHG1,SLC36A2
SNHG1,S1PR1
SNHG1,CFAP300
SNHG1,KIF25
SNHG1,CHST10
SNHG1,C9orf135
SNHG1,TMIGD1
SNHG1,MAGEB6
SNHG1,HTR1F
SNHG1,GJA8
SNHG1,NCR2
SNHG1,EYA4
SNHG1,CALN1
SNHG1,NMBR
SNHG1,HAND2
SNHG1,LINC01565
SNHG1,WFDC11
SNHG1,KRTAP15-1
SNHG1,KRT38
SNHG1,FRG2
SNHG1,TMEM74
SNHG1,OR1D5
SNHG1,OR5M8
SNHG1,MSMB
SNHG1,NPS
SNHG1,CCNA1
SNHG1,KRTAP4-1
SNHG1,PTCHD3
SNHG1,DDX53
SNHG1,HS3ST4
SNHG1,ALOX5
SNHG1,TRMT9B
SNHG1,AFAP1L2
SNHG1,FAM129C
SNHG1,HS6ST3
SNHG1,IFI6
SNHG1,SCN9A
SNHG1,C10orf105
SNHG1,SPANXN4
SNHG1,OR10Q1
SNHG1,DEFB121
SNHG1,KRTAP3-2
SNHG1,EPHA10
SNHG1,C11orf16
SNHG1,DAPL1
SNHG1,AFM
SNHG1,AK9
SNHG1,GLP1R
SNHG1,PODN
SNHG1,LSAMP
SNHG1,CD1C
SNHG1,CSMD3
SNHG1,PIANP
SNHG1,CDC5L
SNHG1,FRMD4B
SNHG1,HEPACAM
SNHG1,OR10J5
SNHG1,WIPF1
SNHG1,CLDN25
SNHG1,OR52K1
SNHG1,LLCFC1
SNHG1,SDC2
SNHG1,CCL8
SNHG1,HNMT
SNHG1,TBX5
SNHG1,FABP12
SNHG1,DPPA4
SNHG1,CD69
SNHG1,CT55
SNHG1,S100A7A
SNHG1,KCNJ2
SNHG1,CPLX3
SNHG1,NAP1L2
SNHG1,KANK4
SNHG1,TRAT1
SNHG1,HTN3
SNHG1,NPAS4
SNHG1,CTXN3
SNHG1,PIP5K1B
SNHG1,KRT1
SNHG1,DDX1
SNHG1,PXT1
SNHG1,ACAP1
SNHG1,OLIG2
SNHG1,PRAMEF14
SNHG1,HTR1A
SNHG1,GPR88
SNHG1,UNC5D
SNHG1,OR9G9
SNHG1,POSTN
SNHG1,SPOCD1
SNHG1,LYPD4
SNHG1,STARD13
SNHG1,TARP
SNHG1,ZC2HC1B
SNHG1,CST9L
SNHG1,BMP3
SNHG1,URAD
SNHG1,ADGRV1
SNHG1,FOXR2
SNHG1,GLRA1
SNHG1,SLC18A2
SNHG1,MMP12
SNHG1,C17orf77
SNHG1,UNC5C
SNHG1,PCDHA5
SNHG1,HFM1
SNHG1,C8orf88
SNHG1,ZNF287
SNHG1,PAGE4
SNHG1,DOCK11
SNHG1,CAMP
SNHG1,OR10K2
SNHG1,RNF150
SNHG1,ZNF804B
SNHG1,LCN10
SNHG1,CYP4A11
SNHG1,KIF2B
SNHG1,NPSR1
SNHG1,BMP2
SNHG1,OR2W3
SNHG1,CTXN2
SNHG1,HSPB3
SNHG1,OCA2
SNHG1,SPACA4
SNHG1,SLC16A8
SNHG1,KCNJ18
SNHG1,CATSPER4
SNHG1,OAS1
SNHG1,IL3
SNHG1,C10orf90
SNHG1,PTPRZ1
SNHG1,TMEM225
SNHG1,TEX47
SNHG1,MPPED2
SNHG1,ANKRD30B
SNHG1,TRIM29
SNHG1,MS4A3
SNHG1,EDN2
SNHG1,IFI27
SNHG1,ADAMTS9
SNHG1,PCDHA12
SNHG1,BARX2
SNHG1,LINGO2
SNHG1,FAM47B
SNHG1,BRDT
SNHG1,ARL4C
SNHG1,HEATR9
SNHG1,SLC7A3
SNHG1,FRRS1L
SNHG1,LYZL1
SNHG1,NDST4
SNHG1,FCRLA
SNHG1,SLC22A18AS
SNHG1,IBSP
SNHG1,CYP27C1
SNHG1,ZBP1
SNHG1,RNASE10
SNHG1,OR5AK2
SNHG1,MRPL2
SNHG1,RHOJ
SNHG1,CBLN2
SNHG1,TMPRSS5
SNHG1,ZNF90
SNHG1,AJAP1
SNHG1,GATM
SNHG1,TAS2R4
SNHG1,CLIC5
SNHG1,ZNF507
SNHG1,C2orf76
SNHG1,PLSCR2
SNHG1,C8orf86
SNHG1,OR6V1
SNHG1,ATP5F1A
SNHG1,NDRG3
SNHG1,CFAP47
SNHG1,DPEP2
SNHG1,SNTG2
SNHG1,CPO
SNHG1,SLITRK2
SNHG1,GAGE1
SNHG1,SNRPN
SNHG1,BEND5
SNHG1,GPRC6A
SNHG1,SLC5A1
SNHG1,C10orf62
SNHG1,CLEC7A
SNHG1,HHIPL1
SNHG1,SPOCK1
SNHG1,ZNF853
SNHG1,SEMA5B
SNHG1,NEU4
SNHG1,KLF1
SNHG1,ST3GAL3
SNHG1,LYZL4
SNHG1,DMRTA2
SNHG1,OR14J1
SNHG1,PCDH18
SNHG1,DMRTC2
SNHG1,FABP1
SNHG1,OR10G9
SNHG1,GFRAL
SNHG1,KRTAP9-8
SNHG1,ADAMTS18
SNHG1,NUDT10
SNHG1,SLC6A16
SNHG1,ANGPTL5
SNHG1,ELMO1
SNHG1,CCM2L
SNHG1,PRX
SNHG1,SYT10
SNHG1,SYT14
SNHG1,ACTL7B
SNHG1,MICU3
SNHG1,YTHDC1
SNHG1,TMEM176B
SNHG1,TNFAIP8L2
SNHG1,SAMD9
SNHG1,OR11H4
SNHG1,HAPLN1
SNHG1,NPPA
SNHG1,TAAR6
SNHG1,EVC2
SNHG1,PTPN7
SNHG1,TRIM67
SNHG1,UBE2NL
SNHG1,ADCY2
SNHG1,IFNL1
SNHG1,LPCAT3
SNHG1,EMX2
SNHG1,PPP1R3C
SNHG1,ZNF705G
SNHG1,HTRA1
SNHG1,HORMAD1
SNHG1,REG3G
SNHG1,C1orf185
SNHG1,ANKRD46
SNHG1,ADIG
SNHG1,ADGRA2
SNHG1,IHH
SNHG1,DEUP1
SNHG1,ST18
SNHG1,CXCL13
SNHG1,B3GALT2
SNHG1,PXDNL
SNHG1,BSPH1
SNHG1,ACTB
SNHG1,ITIH1
SNHG1,SOX5
SNHG1,CLVS2
SNHG1,TCF24
SNHG1,UGT2B4
SNHG1,CNKSR2
SNHG1,PAPPA
SNHG1,ACOT12
SNHG1,CCDC140
SNHG1,CFAP77
SNHG1,ZSWIM5
SNHG1,OR5K1
SNHG1,NHSL2
SNHG1,CNRIP1
SNHG1,DNAH5
SNHG1,GRM6
SNHG1,PRKAA2
SNHG1,MEGF10
SNHG1,PCSK2
SNHG1,LILRB2
SNHG15,RPS3AP35
SNHG15,ZFX-AS1
SNHG15,DAPK1-IT1
SNHG15,RPL31P44
SNHG15,TSHR
SNHG15,LINC01585
SNHG15,RPS2P54
SNHG15,RNU6-611P
SNHG15,KLK10
SNHG15,CYP4F29P
SNHG15,SLC2A12
SNHG15,TDRD6
SNHG15,LINC01714
SNHG15,SNORD38A
SNHG15,FKBP1B
SNHG15,LINC01118
SNHG15,SNHG31
SNHG15,PRSS56
SNHG15,GPR35
SNHG15,GPSM3
SNHG15,RN7SL273P
SNHG15,FZD4-DT
SNHG15,CHRNB1
SNHG15,CYCS
SNHG15,DOCK5
SNHG15,SNHG15
SNHG15,UBE2F
SNHG15,NUP98
SNHG15,AKT3
SNHG15,NRAS
SNHG15,FAM120B
SNHG15,DENND3
SNHG15,GPX8
SNHG15,NRN1
SNHG15,ENTPD8
SNHG15,VN1R1
SNHG15,ICMT
SNHG15,KLC3
SNHG15,NR2C2AP
SNHG15,TXNRD2
SNHG15,CTCF
SNHG15,SIK2
SNHG15,ZNF764
SNHG15,HDAC1P2
SNHG15,MICAL2
SNHG15,SNHG8
SNHG15,ZNF592
SNHG15,IRF2
SNHG15,PRPSAP1
SNHG15,IL11
SNHG15,CDKN2B
SPRY4-IT1,C11orf96
SPRY4-IT1,INHBA
SPRY4-IT1,UCA1
SPRY4-IT1,DEPP1
SPRY4-IT1,CD70
SPRY4-IT1,GDI2
SPRY4-IT1,RTP4
SPRY4-IT1,MEI1
SPRY4-IT1,CLTRN
SPRY4-IT1,OLFML2A
SPRY4-IT1,IL13RA2
SPRY4-IT1,SPOCD1
SPRY4-IT1,FNDC11
SPRY4-IT1,ANKRD52
SPRY4-IT1,IL3RA
SPRY4-IT1,CCL3
SPRY4-IT1,RPL23
SPRY4-IT1,IFI44
SPRY4-IT1,CDSN
SPRY4-IT1,GRB10
SPRY4-IT1,LRPPRC
SPRY4-IT1,IL4I1
SPRY4-IT1,KLHL13
SPRY4-IT1,LRBA
SPRY4-IT1,ASS1
SPRY4-IT1,TASOR
SPRY4-IT1,LINC00592
SPRY4-IT1,COL17A1
SPRY4-IT1,F11R
SPRY4-IT1,CNBP
SPRY4-IT1,ACTR3B
SPRY4-IT1,NOLC1
SPRY4-IT1,SH2D3C
SPRY4-IT1,CARHSP1
SPRY4-IT1,BAZ1B
SPRY4-IT1,RNMT
SPRY4-IT1,LINC00520
SPRY4-IT1,RBBP6
SPRY4-IT1,SH3BGRL
SPRY4-IT1,MAB21L4
SPRY4-IT1,SLC43A2
SPRY4-IT1,PLAAT2
SPRY4-IT1,TBC1D10A
SPRY4-IT1,SH2D5
SPRY4-IT1,ISG20
SPRY4-IT1,PIK3CB
SPRY4-IT1,INTS9
SPRY4-IT1,ZSCAN31
SPRY4-IT1,NFKBIZ
SPRY4-IT1,MTMR12
SPRY4-IT1,TRAF1
SPRY4-IT1,SRRM1
SPRY4-IT1,SPINK1
SPRY4-IT1,PTPRR
SPRY4-IT1,AFF1
SPRY4-IT1,ADGRG1
SPRY4-IT1,ODF3L1
SPRY4-IT1,TANC2
SPRY4-IT1,IDO1
SPRY4-IT1,AQR
SPRY4-IT1,POLR2B
SPRY4-IT1,FAM120A
SPRY4-IT1,CACNA1H
SPRY4-IT1,IL23A
SPRY4-IT1,BCCIP
SPRY4-IT1,DUSP6
SPRY4-IT1,ALPG
SPRY4-IT1,TMPO
SPRY4-IT1,EIF4G2
SPRY4-IT1,LINC01963
SPRY4-IT1,IARS2
SPRY4-IT1,CMPK1
SPRY4-IT1,RPL36A-HNRNPH2
SPRY4-IT1,SLC7A8
SPRY4-IT1,CYRIA
SPRY4-IT1,ANKH
SPRY4-IT1,CXCL14
SPRY4-IT1,PTP4A2
SPRY4-IT1,PAPSS2
SPRY4-IT1,NCF2
SPRY4-IT1,SETD2
SPRY4-IT1,SMYD5
SPRY4-IT1,FAM214B
SPRY4-IT1,CDH16
SPRY4-IT1,ALDH5A1
SPRY4-IT1,NNT
SPRY4-IT1,SETD7
SPRY4-IT1,CCDC117
SPRY4-IT1,SLC39A10
SPRY4-IT1,ECPAS
SPRY4-IT1,TRIM26
SPRY4-IT1,ALG14
SPRY4-IT1,DARS2
SPRY4-IT1,CDKN1A
SPRY4-IT1,NUP155
SPRY4-IT1,NFE2L3
SPRY4-IT1,IL1B
SPRY4-IT1,MYO1G
SPRY4-IT1,SLC5A9
SPRY4-IT1,TOMM20
SPRY4-IT1,VSTM2A
SPRY4-IT1,CCN5
SPRY4-IT1,MT1M
SPRY4-IT1,GADD45B
SPRY4-IT1,SRGAP1
SPRY4-IT1,PMAIP1
SPRY4-IT1,LCE5A
SPRY4-IT1,SCLY
SPRY4-IT1,ADM
SPRY4-IT1,DHX58
SPRY4-IT1,SCIN
SPRY4-IT1,CPAMD8
SPRY4-IT1,VEGFC
SPRY4-IT1,HS6ST2
SPRY4-IT1,TNFRSF25
SPRY4-IT1,ARFGEF3
SPRY4-IT1,IFI6
SPRY4-IT1,LANCL1
SPRY4-IT1,TP53BP2
SPRY4-IT1,CREB3L3
SPRY4-IT1,KLHL5
SPRY4-IT1,DESI2
SPRY4-IT1,TIMM13
SPRY4-IT1,SERPINB7
SPRY4-IT1,DEFB1
SPRY4-IT1,CLCC1
SPRY4-IT1,SQOR
SPRY4-IT1,MTMR6
SPRY4-IT1,AP1S2
SPRY4-IT1,NPHS2
SPRY4-IT1,SLC25A13
